,review_id,stars,text,food,atms,serv,prce,food_score,atms_score,serv_score,prce_score,man_avg_score,pred_avg_score
40,LyvlMQ9uMcTvT2dAYjHI1g,2,"How do you go to San Francisco and NOT have the clam chowder in the sourdough bread bowl? How do you go to Austin and NOT have barbeque of some type? How do you go to NYC and not have a slice of pizza? You dont! You have to do those things to experience how folks there chow down.
 
    So if in Pittsburgh, you throw caution and your diet to the winds and try a Primant Bros sandwich. In town for a Pittsburgh fottball weekend, (Panthers-ND, Steelers- Bills and even Slippery Rock-Seton Hill) our first stop after the hotel is the famous PB, within walking distance and smack dab on the fringe of Pitt's campus.
    
     Over time Ive learned to trust my inner voice. ""Buy this stock, its a great investment"" or ""Marry her, it'll work out"".  Sometimes I go against it, with rationale like ""eat it, you've had worse"", or  ""so what if I'm husband number five?""   Well, sitting down at PB's I had a naggin feeling to get the capicola or the pastrami...Not a naggaing feeling, more of a screaming ""GET THE CAPICOLA OR PASTRAMI!"" vibe going on.. Nice atmosphere, easily navigatable menu,  (""GET THE CAPICOLA OR PASTRAMI!"") a good mix of beers, TV's all around the room.  This is a Pitt landmark, gotta take in the full experience (""GET THE CAPICOLA OR PASTRAMI!"").

      So here's the waiter ,a  fine and friendly fellow and I can hear my mouth and brain arguing. (Mouth: ""Get the number 2, I dont care, I hate this guy anyway from last nights tofu""..  Brain: ""We're paying for this, jerk, get what you really want"") Mouth wins and I order the hamburger patty with the requisite fries, colesalw, tomatoes and thick sliced Italian bread.  The rationale? Its their #2 seller, after beer!

     The food comes and it only take 2 bites to chastise my brain for not taking charge  (""GET THE CAPICOLA OR PASTRAMI!""). The coleslaw makes the fries cold, and the hamburger patty well, I'll be kind.  Imagine taking off your shoe, taking out the inner sole, placing it on the grill for 3 minues, them placing it into a  sandwich...Bland, over done, totally buried by everything else in the sandwich. No amount of ketchup could save it..   (""GET THE CAPICOLA OR PASTRAMI!"")   I probably should have just taken it out and eaten a cole slaw\/fries sandwich...

Of course while I'm eating, (well enduring is more like it) the sandwich, the next table orders the pastrami....It looked deleicious, hearty, tasteful. My one time to eat at PB's and I choose (like the guy in Indiana Jones and the Last Crusade) poorly. I wont slam Primanti Bros with one star because I had alternatives and only one visit. (Note to Brain: Stand up for yourself!. Dont let the Mouth make all the decisions, he only works here, you're supposed to be running the place!..)   

If in Pittsburgh again, I will try PB's again. And I will get, all togther now:  THE CAPICOLA OR PASTRAMI!",1,0,1,0,-1,0,1,0,0,0
41,jLA8qEpHovlotWASCkf4_A,2,"The food is okay and tastes good but nothing great for that price. Even the apps were small and over priced. I came here with a big group of 13 and the service was there but would not come as often, we were done eating for 20 min and our dirty plates were still on the table, i saw the waitress was busy but she ignored 13 of us for most of the service. She tried her best as the manager stood there watching not even lifting a finger. This place should not over load one waitress like that if im paying allot for this mediocre food there is more to be expected.",1,0,1,1,1,0,-1,-1,-1,0
42,sHu5hKIlQ9CsMZJRBMFJng,2,"I had lunch at China Mama yesterday.  I was excited to try this place because of many reviews written and oral said this place is really good.  I ordered the Crispy Beef and the Scallion Pancake.  The crispy beef was super greasy and I paid for it later.  Pepto tablets and ginger ale was my friend.  The Scallion Pancake was the star, though.",1,0,0,0,0,0,0,0,0,0
43,zGOWVJfQt0JiV09ZuK3bYw,2,"Meh truly is the best rating for my experience at Pasta Brioni. 

I ended up there on the last day of Yelp Eats with a group of friends in a craving for Italian. From what I saw on their menu, I was very excited to see what was i store for me and had heard pretty decent things. I walked out not that excited. 

The ambiance inside is very nice, though a bit on the dark side. The decor inside told a completely different story than what I was thinking when I saw the entrance. It is very posh inside and I did like the comfy booths.

We arrived early enough to get the early bird special, which appeared to be a better deal than the yelp eats one. I wonder if this was truly our best choice. 

For me when it comes to pasta, I am a bit picky. This mainly comes from the fact that I don't like really heavy sauces and I really do not like tomatoes. It has to be a good Italian place and not your run of the mill to get me excited.

My first course was a Caesar salad. Wait take that back. That was supposed to be my first course. I believe I really got romaine lettuce, croutons and dressing of the day. It definitely was *not* Caesar. This left me sad. The bread with it though was pretty damn good although I suggest bigger bottles of balsamic. We ran out fast! 

My main course was chicken marsala and a side of penne. The penne came with a paste (note I did not say sauce) and seemed a little dry and bland. The chicken marsala was actually decent but pretty run of the mill and nothing spectacular. 

Dessert involved two mini cannolis. Like the pasta, they seemed a little dry and lacking, but were flavorful. 

Overall my meal was really just okay. The service was also nothing outstanding either, including someone having to ask for water on several occasions.",1,1,1,0,0,1,0,0,1,0
44,w3dKtX4wKyCd33FG18nwzg,1,"Just called to check on my order- was told it would be 40 min but it has now been twice that time. I was told the delivery was on its way and the driver would be here within 5 minutes. I was told that 15 min ago. I live 5 minutes down the road! He just got here. First time in my life I ever didn't leave a tip. 

I ordered a plain cheese pizza and some pepperoni rolls at 1pm on a Monday. Come on, guys. Inexcusable. I normally try to be fair and not complain but it wouldn't be an honest Yelp review if I didn't point this all out. Sorry. For what it's worth, the pepperoni rolls are really good. Just not worth waiting an hour and a half for.",1,0,1,0,1,0,-1,0,0,0
45,f0xrBJIzyB2HrI2axuHqhA,1,"I went there a few weeks after they opened. The food dim sum was decent, but the service was poor. We didn't get our food until 45 mins later. They charged us $7.00 for a bottle of miller lite, I think that's extreme for domestic 12 oz beer. Seems like the waiters and waitresses were confused and were not sure what we order, we ended up not getting two of our dim sum orders. We were told the kitchen recycled our paper where we placed our order...lol. After our first time with poor service, we wanted to give them another chance. We went back a week later and this time the service was even worse. We sat at our table for a good 25 minutes, no one came and asked us if we wanted water or even gave us the menu. We decided to leave the place. Until I hear the service has improved, I will not waste my time and money at this place.",1,0,1,1,1,0,-1,-1,-1,0
46,djXP-aDxuHBAiQZhTx1_Fw,1,"I am very upset with this location. I placed an order online for pick up and set my pick up time for 12:20pm. I arrived at the location and paid for my order and I was told that it would only be 5 more minutes - which I thought was acceptable. 15 minutes go by and I'm a little frustrated at this point. I asked the hostess if she would be able to find out how much longer until my order is ready. She went into the kitchen and came out and let me know just a couple more minutes. I got my order at 12:46....
26 minutes later and I receive my order that I should have gotten at 12:20. I am very upset with the service I received and I will definitely not be coming back to this location.",0,0,1,0,0,0,-1,0,-1,0
47,8V60t8gGdjEGHG46k28hEg,1,"I'd give no stars if permitted. I may attend other Buffalo Wild Wings but not this location in Goodyear. This isn't the first time I've had bad service at this location, but it was the worst customer service experience I've ever had. In  speaking to others they have also shared their experiences with poor customer service at this location.  I live in Goodyear so it's unfortunate. I had a waitress who first thought it excusable to not wait my table for more than 20 minutes after being seated, then she tried lie by saying she wasn't our waitress, to make maters worse she claimed my husband was cursing at her(which he never even gave a tone like he was using foul language) and the worst part is she continued to harass us by returning to our table after I had requested the manager. I finally decided to walk to the counter to ask for the manager myself she followed me continuing to harass me. The manager wasn't much better.  His Initial response was his response to my email and his response was very nice but I felt he was more concerned with making excuses for his employee. He was checking with the host to see if maybe tables were switched on her or something that could have thrown her off. I don't think that should matter, regardless of the reason, there should be no excuse for that type of behavior. He did apologized and asked if there was anything he could do for us. I was not looking for handouts,  but in my past experience with poor service, the management has never asked me if there is anything they could do for me. Instead they took the initiative to try and make things right. Then I received an email response which stated ""We strive very hard to make orders correct the first time, but we are only human and we sometimes make mistakes."" This was spilled water, that would be a mistake. This was behavior issues. There is so much more I could say but I won't. I will just never return to this restaurant and will tell everyone I know about this experience. 

Sent from my iPhone",0,0,1,0,0,0,-1,0,-1,0
48,BVddoV8XCJJPwc7mS9EVHg,2,"2.5\/5. 

I went here for the Summerlicious lunch. Upon entering the restaurant, I was impressed at how spacious it was! 

Normally for Summerlicious, I tend to pick the most expensive main course so it will worth the money lol. With that said, this time I chose the ravioli as my main since the steak will probably give me itis after lunch :(.

Overall thought: lunch was okay, but not spectacular. None of the items on their lunch menu jumped out to me as special. Since we had 12 people, there was also a service charge so our bill came to almost $40... which were probably the most expensive lunch I ever had.

-East Coast Seafood Escabeche: 
The seafood was cooked perfectly, and by marinating them in vinegar and olive oil, it gave the seafood a deliciously sharp tang. The watermelon and capers toned down the tanginess of the seafood with theirs sweetness and saltiness flavors, respectively. However, I felt the chili was not needed as the dish turned out to be too spicy. Don't get me wrong, I love spicy food but the heat from the chili lingered in my mouth, and prevented me from tasting other flavors.

-Lemon Basil Ravioli: 
The ravioli had a perfect ratio of fillings to dough, and I believe the filling was ricotta cheese, yum! Unfortunately there were only 2 dots of the lemon basil sauce on the plate, hence I couldn't taste the sauce at all :(. The tomato ragout was just like any other regular tomato pasta sauce that I could have made. Also, I'm not sure why there were a few pieces of candied walnuts as they didn't go well with the savory ravioli at all... 

-Corn meal crusted Halibut: 
Friend loved it but the halibut was overcooked. Moreover, for me anything crusted with cornmeal is pretty much tasteless, so I was expecting the sauce to deliver a big punch of flavor, but I was quite disappointed...

-Strawberry Bavarois: 
I didn't get to try, but my friend seemed to enjoy it. I was quite curious of how the black pepper would go with the bavarois though

-Triple Layered Chocolate Mousse: 
I ordered the mousse and it was not overly sweetened, however it wasn't bad nor awful. The mousse itself had a dense texture and strong chocolate flavor. The first layer was jello or something, I just can't quite put my finger on it but it was good! The top layer was tangy and really helped to cut down the rich chocolate mousse.",1,0,0,1,0,0,0,-1,-1,0
49,hhhApJbEeyAfVGJFU0pcsA,2,I thought it was ok. Was hoping for something different I guess. Wasn't good enough to bring me back. The prices were a little high for the product.,0,0,0,1,0,0,0,-1,-1,0
50,UmJM6J7KJT0KhGvOZ4n3IQ,3,"Came here after dinner to meet up with some friends...it was nice and roomy for 7 people. 

We ordered a plate of Rosemary fries to share, which wasn't bad, however when served it was room temperature and did not taste like it just came out of the fryer.

BF had ordered a couple of beers, which he was not impressed at all with.",1,1,0,0,-1,1,0,0,0,0
51,m17W7ChZ07_-_Br_ASUACA,3,"I actually called ahead to place an order for pickup as one of the other yelpers suggested.
The person(female) who answered the phone kept responding YES, SURE, YES. Which I thought was a bit weird, maybe they were just busy.
The only thing is when I got there, only one customer was in the store sitting down eating her soup of the day, which she was raving about (Manish Water). Apparently they have a different soup daily. and my food was not prepared and I came 15mins or so after I called which is plenty of time to scoop food into a container -_-
Customer Service is there but don't expect conversations or anything more than your total .. I mean your paying less than 20 bucks for take out, this isn't some dine in restaurant where you are waited on. 
The restaurant is located off of King street, when you turn onto king street from Hurontario you will actually drive past the doors w 3 lil steps up.. you can barely see the sign but it is right beside a Hakka Chinese food place also with the name Freddy.turn into the first lot and walk back onto King st for the front door.
So I ordered a small oxtail (16$) and a lunch special fried chicken (8$), when I got there like I said my food wasn't prepared and I saw the price list 2$ more for a large oxtail so I told her just give me the large (not much difference only bigger container). I did find it a bit pricey I mean 18$, i don't know. 
The fried chicken was def worth the 8$, the chicken has a slight redish coating which I've never seen before not sure what they use that gives it that colour but tasted amazing and fresh. The oxtail on the other hand was quite rubbery and lots of fat. however the flavor was amazing , glad I got lots of gravy on my rice. Love that they do it with the butter beans (white lima beans), adds extra flavor. As i said it did all taste great but for the price\/portion size\/ fat-meat ratio I wouldn't spend 18$ . Maybe be back for the friend chicken and to try a soup special.

Rant end.",1,0,1,1,1,0,-1,-1,-1,0
52,EEbNOUx0IYm6c1Ikh9R5jA,3,"I came here with a friend because I thought it was pretty ""ballsy"" for a place to serve mainly fried chicken. The atmosphere screams hipster all the way down to the cutesy menu, but the decor is nice and it is clean.  The servers are also straight out of Bucktown\/Wicker Park (you pick) along with their attitudes, tattoos, piercings and beards. The server was attentively inattentive.  She checked on us at least 4 times once dinner was served, but not once refilled the water. 

The crab hushpuppies were delightful and I would likely order again. The fried chicken left much to be desired.  I understand that I ordered the ""light"" and white meat tends to be on the dryer side, but the breast was dry.  The breading seems to need a bit more seasoning and is possibly very good when fresh out of the frier.  However, I felt that my chicken may have sat in the back for a minute or under a heat lamp before arriving to the table.  Sweet potatoes were very good and my friend appeared to enjoy her chicken tacos. 

I would probably give their chicken one more chance before writing them off completely. 

Long story short, if they are priding themselves on fried chicken, I've had better.",1,1,1,0,1,1,0,0,1,0
53,_Zd1B3RNMAfvxy3JdgP38g,3,"Food was great, good portion size , price was exceptionally good. The only thing I had a problem with is the very loud music with wording very inappropriate for a public restaurant. Though it is on a college campus I was here on business and was rather offended. Felt like I was in a club and not a restaurant.",1,1,0,1,1,-1,0,1,1,0
54,pmMHj3bNPtmAi0ogSI-3OQ,3,"Its a cool little spot, good food and caters to the younger crowd. Not that they won't give you the same service if you were older but the decor and ambiance is more for the younger hipster folks.",1,1,1,0,1,1,0,0,1,0
55,DTCbH0wLBYXlO95kaFnCNw,3,"This has potential to be a great Las Vegas hang out for watching games. They have a lot of televisions. The bar is large and there is a lot of indoor and outdoor seating.

The food was tasty and we had a good time. The issue was with the time it took to get food. I am patient when a place is busy, but this was far past acceptable. Our bartender and the manager were both attentive and took care of us while we waited. That is why they get three stars instead of one or two.

The first thing I tried was the Asadero Hash Brown. They are great. The textures and flavors are spot on. These are a very good side for any meal.

Next up were the Buffalo Chicken Sliders. These are exactly like they sound. No need for further description. The buns, meat and sauce are good. These  are a nice appetizer.

The last thing I tried was the Sticky Belly Steamed Buns. These are steamed buns filled with pork belly, Asian peanut slaw and green onion. They normally come with cilantro as well, but I hate cilantro so requested them without it.

If they can get the kitchen figured out we will certainly visit regularly during our Las Vegas visits.",1,1,1,0,0,1,0,0,1,0
56,OeLCkHI74Kx0xIVKXPfsxQ,3,"This large AYCE place is sort of like Todai meets PF Chang's. 

It is located in the Place Longueuil shopping mall on the South Shore off St. Laurent, not too far from the Pont Jacques-Cartier. 

Todai is known in California for it's all you can eat sushi in mass quantities, buffet style. PF Chang's, that Scottsdale, AZ HQ'd Chinese chain, is known for its large faux statues. Sushi Palace combines these. 

The place is very large, seating over 100 people, maybe up to 200 if you used every seat. The space has high ceilings and is airy, with large columns covered with ancient Chinese calligraphy, and above the sushi counter and kitchen, large Buddha statues on the upper half of the wall. These are not Japanese looking Buddhas, but skinnier Chinese looking ones. Nonetheless, they add to the PF Chang likeness of the massive horses they use in front of those faux Chinese eateries. 

And speaking of faux, this is faux Japanese, as it is owned and staffed with Chinese. And although it is an AYCE place, it is not a buffet. You sit, get a waiter, order off little sushi or other item check lists, and they go order it for you from the cooks\/chefs under the Buddhas. 

They do have a large selection and variety of foods. They carry most common Nigiri sushi items (except Uni and other more exotics), and some sashimi as well. And they offer other popular Japanese dishes like Yakitori au Boeuf and Tempura aux Crevettes. Actually, they have 5 different Yakitoris and Tempura selections. 

But if you feel like mixing your Japanese with Chinese, try the Poisson Szechuannais ou L'agneau Mongolien. Thinking about noodles? They have Pad Thai au Poulet ou Boeuf, ou Udon.  They even have on Vendredis et Samedis la Cuisine Chaude, ""Boulettes de Pieuvre"" ou Takoyaki! And being in Quebec, they offer Escargots Gratines. Oh, and if you want a little flavor of Korea, order the Kimchi! No Poutine, though!

The service was actually pretty friendly and efficient, and the food wasn't bad for an AYCE place. Dinner is $25.50, and you fill out your 2 tickets, and when you are ready, fill 2 more out till you're full. 

If you feel like Asian food but want a variety and you are really hungry, this place is meant for you. Bon Appetit!",1,1,1,1,1,0,1,1,1,0
57,3ENjUVuJNY4hHRL9GgKGBQ,3,"I have been to the Mars at Yonge and Eglinton many years ago for brunch, but this was my first time at the location - supposedly the original Mars. 

This is your classic greasy spoon diner and certainly looks the part. However, it does not have the dirty \/ grimy feel that you may typically associate with a diner. It has bar seating along the left side where you can clearly see the cooks preparing your meal fresh to order and there are tables along the right hand side with a few booths at the back.

I arrived around 11:45, and while the restaurant was not packed, it was certainly busy and I was told to seat myself. 

The menu is quite broad with all of your typical greasy spoon \/ diner options, and they seem quite willing to accommodate any special requests. I like that you can ask for pretty much anything on the side, for example a single pancake or a single slice of French toast - no problem!

I ordered a fresh fruit plate with a side of rye toast and my friend ordered a more typical diner meal of eggs over easy with home fries, toast, bacon, and an order of French toast on the side. The fresh fruit plate consisted of a sliced banana, a few orange slices, a chopped gala apple, and some grapes. The grapes weren't the freshest, but I was still satisfied.

Service was fairly bare because there was only one waitress serving the entire place, but she was very pleasant and was happy to answer any questions we had. They forgot to give my friend maple syrup for his French toast, and when we asked for it she apologized and brought it right away.

Overall I would return, but wouldn't necessarily make a special trip to go here.",1,1,1,0,0,1,0,0,1,0
58,gIW9hYhDzftPyQeaZuehlw,3,3 and 1\/2 stars. Almost 4. Great atmosphere. Upper level balcony over looks to Tivoli. Great service. Nice sour fresh lemonade. Spencer 8 oz. Center cut steak was tender med rare but a bit smoky for my taste. Broccolini side was good. Chips that came with steak were not bad. Enjoyed the arugula pear prosciutto salad was nice. Sea bass wasn't bad but not as light as I typically like. Very good Carmel turtle desert w salted caramel ice cream. The berry shortcake was very good also. Would come just to get dessert. I would give this place 4 stars as there is a lot to like but I also felt for the price point I would expect more out of a place where you're likely to spend 75 or more easily.,1,1,1,1,1,1,1,-1,1,0
59,5AZl58ecLc2gPivWGuD9OA,3,"UofT staple, price is ok, food is meh. Service is a hit or miss. If you're not working on a final just go to Chinatown.",0,0,1,1,0,0,0,0,0,0
60,wOJYE0-Qj61Q59_Ch-goWw,3,"This buffet was supposed to change my mind about how I don't really care for buffets. I was really hoping it would. But, alas, it did not.

Everything they had seemed like standard buffet fare. Quality was good, but it wasn't THAT much better than the other good buffets I've had in Vegas (Encore and Cosmo). I WAS impressed to see they had chinese bbq style roast duck. THAT was unique and different. So was their asian noodle bar (pho, udon, ramen). 

Of course I had my fill of their snow crab legs and oysters, both were good quality. I was just expecting Bacchanal to WOW me...damn you people who hyped it wayyyy too much for me. :P",1,0,0,0,0,0,0,0,0,0
61,vO17fBWNQ87FS5yt-9hjWA,3,"Don't go here on an empty stomach and you will love this place. We waited about 45 minutes to get a table for 2, soon as we were seated the line outside moved super fast (oh Murphy!). I did not care much for the earth burger, it was good but tasted bland, and surely not worth 15$? My husband loved the farm burger and our drinks and truffle fries were really good, so mixed feelings overall.
P.S: whats the deal with ""gordon ramsay burgr"" t shirts and caps on sale outside? Do people really buy those?",1,0,0,1,0,0,0,-1,-1,0
62,d2ZK5t3SI1xo1lBChScQdA,3,"Decided to go here on my first trip with an out of towner. Ended up being a pretty good impression. They loved it.

I didn't have a chance to see much of the inside as it was so gorgeous out, I couldn't help but sit on the patio. However, I love the look and feel. It feels homey and comfortable, but almost like your home is in the middle of a tiny forest. 

The food was good. Between our appetizer and our food we left completely stuffed. For a main dish I had to try the much deliberated mac and cheese. While it wasn't the best I've ever had, it was good and a great fit for the night. I paired it with, well, a glass of Kung Fu Girl Riesling... suits me well I think. My visitor had one of the sandwiches with chips and found it perfect. 

The service was on par except for when it came to get our bill. Then, we sat there for 10 minutes and had to flag him down. Additionally, our appetizer came out at the same time as our main dishes.

Food Good. Service Good. Not sure I would come again on my own will, as the menu isn't standing out in my head a week later, but I will probably end up here again somehow, and I won't mind.",1,1,1,0,0,1,-1,0,0,0
63,l0k4nEd_gtxNwABMr7nEMg,3,"DJ booth, pool table, arcade games, mechanical bull, long bar with a ton of stools, and spacious middle ground with tables and room for dancing (if you care to-most people dont). 

Definitely a recipe for a good time!",0,0,0,0,0,0,0,0,0,0
64,1byHZUlCZyx4EwMer09_yQ,3,"This place was hit or miss.  When it was on, it was on, but the misses were significant.  My buddy and I ate here for lunch upon arriving into town on a Thursday afternoon.  There were only 2 other tables with diners, so we were immediately seated.  After ordering our drinks, we perused the menu.  It was an Oyster Bar, so I was expecting some New Orleans beers like Abita or Blackened Voodoo Lager.  No dice, it was all pretty basic stuff.  They have a full bar, so we had cocktails.  Our server was attentive but not overbearing.  No complaints there.

I went with the New England (the only kind) clam chowder and the parmesan crusted halibut.  The soup was good, it had nice big chunks of clam and potatoes.  It needed pepper and Tabasco, but I have found that most clam chowders are on the bland side, so this wasn't a surprise.  I'd order this again.  Likewise, my fish was cooked really well.  It was flaky and not overdone, and the parmesan crust was tasty, but I could have used more.  It was in a cream sauce that was BEGGING for seasoning.  This was superfluous, all it did was make the dish wet.  But, the spinach on the side was seasoned very well.  One of the better spinach dishes I can remember having.  If I were to order this again, I would ask for no sauce.

My buddy ordered the blackened scallops in a Cajun cream sauce over pasta.  When it arrived, I was jealous.  It looked FANTASTIC.  I immediately regretted my order.  But, when he tasted it, there was no flavor to the cream.  It was colored as though it had lots of pepper in it, but it was only cream.  It was actually impressive how something that looked so good could taste so bland.  So, he picked out the scallops and ate them.  The server noticed he didn't eat the pasta and asked him why.  When he told the server the issue, the server offered him another entrée.  My buddy declined, so the server got him a gratis cocktail.  I think the dish should have been taken off the bill entirely, but at least he made some gesture.  I'd eat here again, but absolutely wouldn't order that ""Cajun"" pasta.",1,0,1,0,-1,0,0,0,-1,0
65,3-0gjJ1KU8R9fnqSKk8bHg,5,"Wowwww.  Okay, so - five star rating, not easy to get from me.  But this place HAS to be on my top ten favorite restaurants in Vegas as of this moment.  Their hummus is out of this WORLD.  I actually liked it more than the wrap that I had (which was definitely tasty!).  Seriously.  You have to go and try it for yourself.  It's a hidden gem.  You can easily miss it, even looking for it, as my date and I did.  The service is also good.  The people who work there are really nice, so that's of course part of the five star rating.  It's Mediterranean, so it might go without saying that there are vegetarian options aplenty, but I won't let it go unsaid.  Please, just do yourself a favor.  Go here and try it out yourself.  If you're a hummus lover, as I am, your life is not complete without trying the hummus HERE.  (You can thank me later.)  ; )",1,0,1,0,1,0,1,0,1,0
66,N3oHuGScFrcGVwptY_hdew,5,"Pizza by the slice. I love this place. Very casual, order at the counter, people-watch on the patio in downtown BC. $2.55 for a slice of pepperoni. I've eaten here since '97. My favorite pizza in southern Nevada.",1,1,0,1,1,1,0,1,1,0
67,tCTVRRSME2eHJk146ZwqDg,5,"This is in the top 5 meals I have ever had, maybe even in the top 3. Yes, it was that good! This is a really small restaurant with 5 tables and bar seats. I have had cajun, New Orleans style food once, in New Orleans, about 10 years ago so I really didn't know what to expect since it had been so long and I didn't even remember what I ordered. The server suggested and appetizer and 1 meal for 2 people to split and it was perfect, just enough food. We started with shrimp in a garlic broth. I wanted to pick up the bowl and drink the broth it was so good!. Two pieces of bread soaked in the broth later, and lots of shrimp, our crawfish and crap ettouffee came out. It was so full of flavor and a very large portion. It was packed with plenty of crawfish and crab. 

Luckily our server explained the heat ratings to us because he said it was 1-10 and I immediately said we want 6. Well, their 6 is not what I was thinking because he said a 3 is tabasco sauce! We went with 3 on both dishes and it had just the right amount of heat. 

This is a really good restaurant and I can't wait to go back. It is worth every penny and the wait.",1,1,1,0,1,1,1,0,1,0
68,CL2VbmE16Tmh1TZl89WlTw,5,I love this place and the vegan option is beyond scrumptious. Thank you for having it on the menu. I crave it when I'm out of town!,1,0,0,0,1,0,0,0,1,0
69,qbCmqTdk6_bso0F8h1RBkA,4,"was there for brunch and loved it
all 3 of my friends meals were perfect and we loved the atmosphere and decor
very very good",0,1,0,0,0,1,0,0,1,0
70,detAL1eBvq6X8coI2LWJaA,5,"Consistently good, The Coffee Cup never disappoints.  Every time we go I get a Bloody Mary and one of their freshly baked cinnamon rolls.  The biscuits and country gravy are amazing as are the hash browns.  The staff here is friendly and the couple who own the place are always there.  I love the surf decor and the homage they give to the Armed Services.  Well worth the traffic if you are visiting, eat a great meal and go see the Damn!",1,1,1,0,1,1,1,0,1,0
71,oIkcom_kQghyddZsp8iRPQ,5,"I visited this Olive Garden in February 2015. Yes, that was over a year ago. I never took the time to write a review and wanted to do so now.

Our waitress was a black woman named Sandra. (I do not at all mean this in a racist way. I just want to make sure the right Sandra gets credit if theres another employee named Sandra) Sandra was AMAZING. She has a very bubbly fun personality, while keeping it professional at the same time. She was pretty busy that day when we went for lunch, but managed all her tables fine! 

The food was good. Definitely worth what you're paying. I had the chicken parmesan and the chicken was very moist, unlike some other places. 

Anyways, Sandra is pretty much the highlight of this review since Olive Garden has consistent food. LOL. It's been over a year and when I dine out, other restaurant workers cant compete with Sandra!",1,0,1,0,1,0,1,0,1,0
72,5L4HMXqHd_Aziq1FxOiqeA,5,"Interior Design: 
Tacos: 
Service: 
Yelp Check-in deal  &  for $5:   

I loved this place. So cheap compared to similar places near my home in Miami Beach!! Gr at style and great service. I'll be back for sure!",1,1,1,1,1,1,1,1,1,0
73,ekXlirOTNWwlQNUopwjK4Q,5,"I have been to Flipside several times in the past couple of years and it just seems to get better every time I go. After reading some of the older reviews, I felt compelled to chime in.

The bowling lanes are the best in town and very well maintained. I always have a great time playing laser tag with my college-age son and he loves it too. The arcade has got some great new games that I haven't seen anyplace else in town.

I have always loved their pizza but I have been pleasantly surprised at how good everything else I have tried is. I know they had a rough start with the food but it seems like they've got it right now. I have never been disappointed with anything I have ordered.

I have really noticed improvement in the lounge. They have a good beer selection and a much cooler crowd then in the past. I think word must be getting around, I hear they didn't serve alcohol when they first opened but they do now. The karaoke on Fridays is pretty fun to watch, though I am not really a singer.

I see a lot of people bagging on the service in other reviews but I've always found it to be top notch. Any issues I have had, the staff has worked hard to make it right. Overall, I really like coming to flipside and I find it a great place to hang out with my friends when we are looking for something to do.",1,1,1,0,1,1,1,0,1,0
74,VwFKijal4TBw45An4xZHKA,5,"One of the best sandwiches this fat guy has had in Vegas. I ordered a skinny dip, it's like a cheesesteak and a French dip and it was awesome. I really appreciated the bread that it came on, so many sub places have crappy bread. I was really intrigued by the meat styx and will have to come back again.",1,0,0,0,1,0,0,0,1,0
75,Rd-FS7Oo5TsG68z4olc97Q,5,"best burger in phx! fries are great! fry sauce is yummy! if you want a huge big juicy burger then just go and get the double!! it does not get much better then this, if you get it to go the bottom bum will be gone just about lol",1,0,0,0,1,0,0,0,1,0
76,vBIAMrxbRHfRuXzDfHpyMA,5,"I've been shish kabobed into this place .. amazing flavors, something new to me and the charcoal grill on the meats is awesome :)",1,0,0,0,1,0,0,0,1,0
77,6lhDGbt828Jk_UE3SUfl_A,4,More chat options. But little costly. They take descent waiting time. Quality is not bad compared to other restaurants nearby. Liked it.,0,0,1,1,0,0,1,1,1,0
78,UAxfedO-ATX4WVg-yEemag,4,"I sort of want to give this place 3-1\/2 stars, but oh well. 

This weird little nook, way down on Sheppard, is barely noticeable if you drive by. I've gotten their take out a few times and also eaten in once. 

I've had their chicken shwarma and falafel pitas and sampled some other dishes. Generally, I find the portions quite large and the food quite good, but it's a bit of a crap shoot with the chicken shwarma. I've had it a couple of times where it has been very good and another time I thought the meat was chewy, fatty and full of gristle. It's being cut off of a big hunk on a spit, so I guess you get whatever comes off at that time. 

The service has always been great and very pleasant.",1,0,1,0,0,0,1,0,1,0
79,lnl4bvuUzAq6NWVZYXQaqg,4,"Honestly, I know this place does not have the best ratings, but I love it here.  The food & drinks NEVER disappoint.  Customer service on the other hand is lacking.  We've been here for breakfast, lunch, dinner, and the street tacos and we haven't had a bad experience.  The food is very tasty and fresh.  I've had several items on their menu, and I don't have any complains.  The drinks are also very good; especially if you like tequila (duh!).  

They need to work on their customer service, though.  The hostesses are nice and very helpful, but the waitresses\/waiters we've had are terrible.  They rarely smile, they always look stressed, and fail to check up on you and at least ask if we need anything else, or how about ""how's everything?"".  Just this last time I was there (Sunday), it took them over 10 minutes to acknowledge us!  That's the only disappointing part about this place.",1,0,1,0,1,0,-1,0,0,0
80,zhtUv6HYm78Ledj9_lzQQw,5,"I got the chicken burger and my girl friend got the bacon cheeseburger. Originally we ordered a combo with the burgers but we cancelled one of the combos later finding out they didn't take credit. So he let us pay some in cash and some in debit. But even tho we paid the price of one chicken burger combo and a bacon cheeseburger alone, he still gave us the fries and drink so the customer service was fantastic. Now for the food.... ONE of the BEST burgers I've ever had. The chicken patty was super crispy but still juicy on the inside and the vegetables were fresh. The fries were clearly fresh by the way it looked after being fried. Definitely recommend this place",1,0,1,0,1,0,1,0,1,0
